אֵב	ev
שָׁרָב	sharav
שְׁרָבִי	shravi
שָׂרָה	sara
שָׁרָה	shara
שֵׁרוּת	sheirut
שֵׁרוּתִים	sherutim
שָׂרַי	saray
שָׂרֵי	sare
שִׁרְיוֹן	shiryon
שִׂרְיוֹן	siryon
שָׂרִים	sarim
שָׁרִים	sharim
שְׁרִיקָה	shrika
שְׁרִיקוֹת	shrikot
שְׁרִיקַת	shrikat
שְׁרִיר	shrir
שְׁרִירֵי־	shrirei-
שְׁרִירִי	shriri
שָׂרִית	sarit
שָׂרַף	saraf
שָׂרָף	saraf
שְׂרָף	sraf
שְׂרֵפָה	srefa
שְׂרָפִים	srafim
שָׁרַץ	sharats
שֶׁרֶץ	sherets
שָׁרַק	sharak
שֹׁרַשׁ	shorash
שֹׁרֶשׁ	shoresh
שׁ־ר־שׁ	sh-r-sh
שָׁרְשִׁי	shorshi
שָׁרְשִׁיּוּת	shorshiyut
שֳׁרָשִׁים	shorashim
שַׁרְשֶׁרֶת	sharsheret
שָׁרָת	sharat
שֵׁרֵת	sheret
שָׂשׂ	sas
שֵׁשׁ	shesh
שֵׁשׁ בֵּשׁ	shesh besh
שִׁשָּׁה	shisha
שִׁשָּׁה עָשָׂר	shisha asar
שָׂשׂוֹן	sason
שִׁשִּׁי	shishi
שִׁשִּׁים	sisim
שֵׁשׁ עֶשְׂרֵה	shesh esre
שָׁת	shat
שֵׁת	shet
שָׁתָה	shata
שְׁתִיָּה	shtiya
שְׁתַּיִם	shtayim
שְׁתֵּים עֶשְׂרֵה	shteyim esre
שֶׁתֶן	sheten
שׁ־ת־ן	sh-t-n
שָׁתַק	shataq
שִׁתֵּק	shiteq
שֻׁתַּק	shutaq
תָּא	ta
תֵּאָבוֹן	teavon
תָּא־גָּז	ta-gaz
תָּא־גָּזִים	ta-gazim
תְּאוֹם	tom
תְּאוּצָה	teutsa
תֵּאוּר	teur
תָּאֵי	taey
תָּאִי	tai
תָּאִים	taim
תָּאִית	tait
תֹּאמַר	tomar
תֹּאמַרְןָ	tomarna
תֹאמְרֻן	tomrun
תְּאֵנָה	teina
תֵּאֵר	teer
תֹּאַר	toar
תֹּאַר	toar
תַּאֲרִיךְ	taarikh
תאריך פג תוקף	taarikh peg tokef
תָּבֹא	tavo
תָּבֹאנָה	tavona
תֵּבָה	teva
תָּבוֹא	tavo
תְּבוּסָה	tvusa
תַּבְלִין	tavlin
תַּבְנִית	tavnit
תֵּבַת דֹּאַר	teyvat doar
תָּג	tag
תְּגוּבָה	tguva
תְּגוּבִית	tguvit
תַּגְלִית	taglit
תְּדַבֵּר	tdaber
תִּדְלֵק	tidlek
תֵּה	te
תֹּהוּ	tohu
תְּהוֹם	thom
תִּהְיֶה	tihye
תְּהִלָּה	thila
תַּהֲלִיךְ	tahalikh
תְּהִלִּים	tehilim
תֵּה מִנְחָה	te minha
תָּו	tav
תּוֹגַרְמָה	togarma
תּוֹדָה	toda
תָּוִית	tavit
תָּוִית יִדּוּעַ	tavit yidua
תָּוֶךְ	tavech
תּוֹלָדָה	tolada
תּוֹלַעַת	tolaat
תּוֹם	tom
תוֹעֵבָה	toeva
תּוֹצָאָה	totsaa
תּוֹר	tor
תּוֹרָה	tora
תּוֹרוֹת	torot
תּוּרְכִּי	turki
תּוּרְכְּיָה	turkya
תּוֹרַת־	torat-
תּוּת	tut
תְּזוּזָה	tzuza
תְּזוּנָה	tzuna
תִּזְמֹרֶת	tizmoret
תַּחְבּוּרָה	takhbura
תַּחְבּוּרָה צִבּוּרִית	takhbura tsiburit
תִּחוּם	tikhum
תְּחוּם	tkhum
תְּחִיָּה	tkhiya
תְּחַיּוּן	tchayun
תְּחַיֶּיןָ	tchayena
תְּחִיַּת הַמֵּתִים	tkhiyat hametim
תְּחִלָּה	thila
תָּחַם	takham
תַּחְמֹשֶׁת	takhmoshet
תַּחֲנָה	takhana
תַּחֲנַת־	tachanat-
תַּחֲנַת אוֹטוֹבּוּס	takhanat otobus
תַּחֲנַת רַכֶּבֶת	takhanat rakevet
תַּחְפֹּשֶׂת	takhposet
תַּחַת	takhat
תַּחְתּוֹנִים	takhtonim
תֵּיבוֹת	tevot
תִּיכוֹן	tikhon
תַּיְלַנְד	tailand
תַּיְלַנְדִּי	tailandi
תַּיְלַנְדִּית	tailandit
תַּיְלַנְדִּית	tailandit
תֵּימָן	teiman
תִּינוֹק	tinok
תִּינוֹקוֹת	tinokot
תִּינֹקֶת	tinoket
תִּיק	tik
תִּיק גַּב	tik gav
תַיָר	tayar
תִּירֶאןָ	tirena
תִּירָס	tiras
תַּכֶּה	take
תֻּכִּי	tuki
תְּכֵלֶת	tchelet
תׇּכְנָה	tokhna
תִּכְנוּת	tikhnut
תִּכְנֵן	tikhnen
תִּכְנֵת	tikhnet
תֵּל	tel
תָּלוּי	talui
תֵּלְכוּ	telchu
תֵּלֵכוּן	telechun
תֶּלֶם	telem
תַּלְמוּד	talmud
תַּלְמִיד	talmid
תַּלְמִידָה	talmida
תְּלַת	tlat-
תַּלְתַּל	taltal
תִּלְתֵּל	tiltel
תִּלְתָּן	tiltan
תַּם	tam
תָּם	tam
תֹּם	tom
תֹּם	tom
תַּמָּה	tama
תָּמַהּ	tamah
תָּמֵהַּ	tameah
תֶּמָה	tema
תֵּמַהּ	temah
תַּמּוּז	tamuz
תְּמוּנָה	tmuna
תָּמִיד	tamid
תְּמִידִי	tmidi
תָּמִים	tamim
תְּמִימוּת	tmimut
תִּמָּלֵא	timale
תִּמְלָא	timla
תְּמַלֵּא	tmale
תָּמָר	tamar
תַּן	tan
תֵּן	ten
תַּנָּא	tana
תְּנַאי	tnai
תְּנוּחָה	tnukha
תְּנוּעָה	tnua
תנועות	tnuot
תַּנִּים	tanim
תִּנְשֶׁמֶת	tinshemet
תָּסִיל	tasil
תִּסְפֹּרֶת	tisporet
תִּסְרֹקֶת	tisroket
תִּעֵב	tiev
תַּעַבְדוּן	taavdun
תְעוּפָה	tufa
תַּעֲנִית	taanit
תַּעֲרוּכָה	taarukha
תַּעֲרוּכָה עוֹלָמִית	taarukha olamit
תַּעֲשֶׂה	taase
תֵּעָשֶׂה	tease
תַּעֲשׂוּ	taasu
תַּעֲשׂוּן	taasun
תֹּף	tof
תִּפְאֶרֶת	tiferet
תַּפּוּז	tapuz
תַּפּוּחַ	tapuakh
תַּפּוּחֵי	tapuche
תַּפּוּחִים	tapukhim
תַּפּוּחֵי עֵץ	tapuche etz
תֻּפִּים	tupim
תְּפִיסָה	tfisa
תְּפִירָה	tfira
תְּפִישָׂה	tfisa
תָּפֵל	tafel
תְּפִלָּה	tfila
תָּפַס	tafas
תִּפְקֵד	tifked
תַּפְקִיד	tafqid
תָּפַר	tafar
תַּפְרִיט	tafrit
תַּצְלוּם	tatslum
תַּצְלִיל	tatzlil
תִּקְוָה	tikva
תְּקוּפָה	tkufa
תְּקוּפוֹת	tkufot
תְּקוּפַת	tkufat
תִּקַּח	tikach
תקטולת	tiktolet, tiqtolet
תְּקִיעָה	tkia
תַּקָּלָה	taqala
תָּקַע	taka
תֶּקַע	teka
תַּקְצִיב	taktsiv
תַּקְרֶאנָה	takrena
תִּקְרֶאנָה	tikrena
תַּקְרִב	takriv
תִּקְרַב	tikrav
תִּקְרָה	tikra
תִּקְשֹׁרֶת	tikshoret
תָּר	tar
תַּרְבּוּת	tarbut
תַּרְגּוּם	targum
תִּרְגּוּם	tirgum
תַּרְגִּיל	targil
תִּרְגֵּל	tirgel
תִּרְגֵּם	tirgem
תֻּרְגְּמָן	turgman
תִּרְגֹּמֶת	tirgomet
תַּרְדֵּמָה	tardema
תְּרוּעָה	trua
תְּרוּפָה	trufa
תֶּרַח	terah
תְּרִיס	tris
תְּרֵיסָר	tresar
תָּרַם	taram
תַּרְנְגוֹל	tarnegol
תַּרְנְגֹלֶת	tarnegolet
תַּרְנְהוֹד	tarnhod
תְּרָפִים	trafim
תַּשְׁבֵּץ	tashbets
תַּשְׁדִּיר	tashdir
תַּשְׁדִּיר־שֵׁרוּת	tashdir-sherut
תְּשׂוּאָה	tsua
תְּשׂואוֹת	tsuot
תְּשׁוּבָה	tshuva
תְּשׁוּבוֹת	tshuvot
תְּשׁוּבַת־	tshuvat
תְּשׁוּקָה	teshuqah
תַּשְׁחֵץ	tashkhets
תְּשִׁיעִי	tshii
תַּשְׁלוּם	tashlum
תַּשְׁלִיךְ	tashlich
תַּשְׁלִיכֻהוּ	tashlichuhu
תֵּשַׁע	teisha
תִּשְׁעָה	tisha
תִּשְׁעִים	tishim
תִּשְׁרֵי	tishrei
תִּתְקַדֵּם	titkadem
תַּתְרָן	tatran
תַּתְרָנִית	tatranit
